latitude, longitude, name, bus_line
55.7058222,12.5093803,C,"Bus 5C: Københavns Lufthavn => Herlev Hospital, Sløjfen"
55.7066886,12.5163765,C,"Bus 5C: Københavns Lufthavn => Herlev Hospital, Sløjfen"
55.7037002,12.5285638,C,"Bus 5C: Københavns Lufthavn => Herlev Hospital, Sløjfen"
55.7052122,12.4935623,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7066551,12.4881483,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7090317,12.4818273,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.710396,12.477813,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7119905,12.4720513,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.715191,12.4620614,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7198694,12.4495643,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7221732,12.4436903,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6902879,12.5549697,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6922936,12.5518883,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.694742,12.5482181,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6964296,12.5456862,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6984081,12.5426817,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7006076,12.5388502,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7031606,12.5299403,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.7058532,12.5096045,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.685821,12.5660821,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6507348,12.6123465,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6550435,12.610225,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6600974,12.6054169,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6655222,12.5989728,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6709444,12.5739563,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6698619,12.5709362,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6799077,12.566957,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.636099,12.6511197,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6386147,12.6419803,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6377472,12.6368685,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6365806,12.6281393,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6355444,12.6205972,C,"Bus 5C: Herlev Hospital, Sløjfen => Københavns Lufthavn"
55.6723623,12.5914634,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6750267,12.5993086,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6819961,12.6053175,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.685588,12.6125526,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6762622,12.5825852,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6740028,12.5884702,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6927575,12.513388,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6895831,12.5199696,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6888249,12.5233594,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.688013,12.5268838,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6866626,12.532755,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6854256,12.5380467,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6837108,12.5454113,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.680168,12.5629085,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7170076,12.4882106,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.712836,12.485914,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7091895,12.4856527,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.704274,12.4989901,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7021019,12.4977483,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6978088,12.5010008,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6963921,12.5025877,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6961009,12.507054,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.6950278,12.5095132,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7223537,12.485954,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7216017,12.4812807,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7185397,12.4809436,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.717668,12.4845487,A,"Bus 2A: Refshaleøen => Tingbjerg, Gavlhusvej"
55.7124996,12.4857741,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7166229,12.4886184,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7174353,12.485506,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7187463,12.480103,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7212891,12.4809905,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6929921,12.5128575,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6943379,12.5106052,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6959338,12.5080682,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6959766,12.5037689,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6978648,12.5009597,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7042178,12.4977357,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.7097413,12.4855544,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6797689,12.5632398,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6837962,12.5451022,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6851563,12.5391913,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6864781,12.5335409,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6877205,12.5281209,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6887596,12.5236432,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6893829,12.5208543,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6851641,12.6127926,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6822807,12.6055632,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6721691,12.5939194,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6722086,12.5917533,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6733936,12.5895681,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6760307,12.5829106,A,"Bus 2A: Tingbjerg, Gavlhusvej => Refshaleøen"
55.6634963,12.3981558,S,"Bus 500S: Kokkedal St. => Ørestad St."
55.6461147,12.5240304,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6544033,12.5383479,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6513335,12.5371279,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6494379,12.5329221,A,"Bus 8A: Valby St. - Lergravsparken St."
55.6499799,12.5284406,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6501664,12.5224334,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6588562,12.539646,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6794945,12.5224692,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6773893,12.5373785,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6766444,12.540691,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6787136,12.5044189,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6788402,12.5082486,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6862658,12.4985348,n/a,"Bus 21: Rødovre St. => Hellerup St."
55.6824025,12.4957173,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6787672,12.4983112,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.690906,12.4769899,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6911024,12.4800552,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6921923,12.4855335,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6902535,12.4882114,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6878935,12.4904413,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6880184,12.4969622,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6668121,12.4072488,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.667095,12.410151,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6676035,12.4160071,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6687511,12.4265442,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6693473,12.4352252,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.675872,12.4335597,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6803587,12.4357646,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6809859,12.444511,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6806769,12.4516277,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6805282,12.4570303,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6803437,12.4618126,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6831851,12.4648662,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6849883,12.4647091,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6886733,12.4638711,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6916686,12.466332,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6912807,12.4714377,n/a,"Bus 19: Kgs. Enghave, Valbyparken => Glostrup St."
55.6803414,12.4573574,n/a,"Bus 13: Rødovre Centrum => Brøndby Strand St."
55.6806373,12.4521191,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6808958,12.4368091,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6765878,12.4334051,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6697991,12.4358241,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.668655,12.4268219,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6675867,12.4170335,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.667067,12.4112505,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6667384,12.4073439,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6662245,12.4017181,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6908448,12.4774513,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6911881,12.4714311,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6915263,12.4667801,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6917927,12.4629754,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6888099,12.4638369,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.685636,12.464597,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6834875,12.4648432,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6819893,12.4649286,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6803772,12.4606151,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6858451,12.4981828,n/a,"Bus 21: Hellerup St. => Rødovre St."
55.6879314,12.4907017,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6907192,12.4878961,n/a,"Bus 22: Husum Torv => Kornmarksvej => Brøndbyvej => Glostrup St., Glosemosevej"
55.6921077,12.4869801,n/a,"Bus 22: Husum Torv => Kornmarksvej => Brøndbyvej => Glostrup St., Glosemosevej"
55.6764418,12.54135,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.677462,12.5369351,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6789712,12.5287564,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6792771,12.5203213,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6790582,12.5168328,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6789129,12.5124863,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6788209,12.5095641,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6786371,12.5043766,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6784967,12.4991237,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6814143,12.4964959,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6478559,12.5268833,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6502043,12.5264498,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6495006,12.5327593,n/a,"Bus 17: Vesterport St. => København Syd St."
55.6508023,12.5364836,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6525781,12.5386512,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6552446,12.5379175,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6581478,12.5390065,n/a,"Bus 19: Glostrup St. => Kgs. Enghave, Valbyparken"
55.6606156,12.5404118,n/a,"Bus 23: Klampenborg St. => Valby St."
55.7419529,12.4918227,S,"Bus 200S: Buddinge St. => Avedøre Holme"
55.7291495,12.5160535,A,"Bus 4A: Buddinge St. => Friheden St."
55.7299738,12.5079102,A,"Bus 4A: Buddinge St. => Friheden St."
55.7303935,12.5036457,A,"Bus 4A: Buddinge St. => Friheden St."
55.7309285,12.4977288,A,"Bus 4A: Buddinge St. => Friheden St."
55.7313183,12.4942297,A,"Bus 4A: Buddinge St. => Friheden St."
55.7319877,12.4890499,A,"Bus 4A: Buddinge St. => Friheden St."
55.7354282,12.486861,A,"Bus 4A: Buddinge St. => Friheden St."
55.7383379,12.4865086,A,"Bus 4A: Buddinge St. => Friheden St."
55.7199885,12.5315465,A,"Bus 4A: Buddinge St. => Friheden St."
55.726863,12.5252638,A,"Bus 4A: Buddinge St. => Friheden St."
55.7288336,12.5189757,A,"Bus 4A: Buddinge St. => Friheden St."
55.7023037,12.5335291,A,"Bus 4A: Friheden St. => Buddinge St."
55.7084233,12.5320718,A,"Bus 4A: Buddinge St. => Friheden St."
55.7114625,12.5320876,A,"Bus 4A: Buddinge St. => Friheden St."
55.7131782,12.5347819,n/a,"Bus 21: Hellerup St. => Rødovre St."
55.6636568,12.5161382,n/a,"Bus 18: Emdrup Torv => Valby St."
55.6661634,12.5172321,n/a,"Bus 18: Emdrup Torv => Valby St."
55.668215,12.5171823,A,"Bus 4A: Buddinge St. => Friheden St."
55.6715957,12.5179916,A,"Bus 4A: Friheden St. => Buddinge St."
55.6760038,12.5199712,A,"Bus 4A: Buddinge St. => Friheden St."
55.6789972,12.5212449,A,"Bus 4A: Buddinge St. => Friheden St."
55.6848581,12.5251203,A,"Bus 4A: Buddinge St. => Friheden St."
55.6874289,12.5271358,A,"Bus 4A: Buddinge St. => Friheden St."
55.6910755,12.5305838,A,"Bus 4A: Buddinge St. => Friheden St."
55.6941761,12.5334569,A,"Bus 4A: Buddinge St. => Friheden St."
55.6961497,12.5353097,A,"Bus 4A: Buddinge St. => Friheden St."
55.5559442,11.9523745,n/a,"Bus 207 Osted, Tjørneallé => Roskilde St."
55.6292957,12.4854606,A,"Bus 4A: Buddinge St. => Friheden St."
55.6334179,12.4908798,A,"Bus 4A: Buddinge St. => Friheden St."
55.6378596,12.4960492,A,"Bus 4A: Buddinge St. => Friheden St."
55.64031,12.4988695,A,"Bus 4A: Buddinge St. => Friheden St."
55.6425178,12.5012348,n/a,"Bus 10: Brønshøj Torv => Åmarken St., ved broen"
55.6451601,12.5033946,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6474908,12.5052337,n/a,"Bus 23: Klampenborg St. => Valby St."
55.6502393,12.5074546,n/a,"Bus 23: Klampenborg St. => Valby St."
55.7226292,12.5293944,A,"Bus 4A: Buddinge St. => Friheden St."
55.6408065,12.4996881,A,"Bus 4A: Friheden St. => Buddinge St."
55.6374475,12.4957303,A,"Bus 4A: Friheden St. => Buddinge St."
55.6343127,12.4921559,A,"Bus 4A: Friheden St. => Buddinge St."
55.6298236,12.4867227,A,"Bus 4A: Friheden St. => Buddinge St."
55.6638437,12.5162351,n/a,"Bus 18: Valby St. => Emdrup Torv"
55.6479327,12.5057503,n/a,"Bus 23: Valby St. => Klampenborg St."
55.645429,12.5036727,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6431375,12.5019341,n/a,"Bus 23: Valby St. => Klampenborg St."
55.6818726,12.5229131,A,"Bus 4A: Friheden St. => Buddinge St."
55.6786783,12.5210935,A,"Bus 4A: Friheden St. => Buddinge St."
55.6756252,12.5197935,A,"Bus 4A: Friheden St. => Buddinge St."
55.6689509,12.5171222,A,"Bus 4A: Friheden St. => Buddinge St."
55.6669375,12.5172498,A,"Bus 4A: Friheden St. => Buddinge St."
55.7292496,12.515142,A,"Bus 4A: Friheden St. => Buddinge St."
55.7288204,12.5190858,A,"Bus 4A: Friheden St. => Buddinge St."
55.7275814,12.5239794,A,"Bus 4A: Friheden St. => Buddinge St."
55.7234931,12.5289801,A,"Bus 4A: Friheden St. => Buddinge St."
55.7201268,12.5315034,A,"Bus 4A: Friheden St. => Buddinge St."
55.7160683,12.531661,A,"Bus 4A: Friheden St. => Buddinge St."
55.7140243,12.5345789,A,"Bus 4A: Friheden St. => Buddinge St."
55.7119522,12.5328272,n/a,"Bus 21: Rødovre St. => Hellerup St."
55.7089964,12.5321168,A,"Bus 4A: Friheden St. => Buddinge St."
55.6976582,12.535563,A,"Bus 4A: Friheden St. => Buddinge St."
55.6916097,12.5310876,A,"Bus 4A: Friheden St. => Buddinge St."
55.6882724,12.527942,A,"Bus 4A: Friheden St. => Buddinge St."
55.6846089,12.5249232,A,"Bus 4A: Friheden St. => Buddinge St."
55.8371184,11.9885322,R,"Bus 230R: Frederikssund St. => Skibby, Bymidten"
55.7432607,12.4938693,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7402725,12.4872651,S,"Bus 200S: Avedøre Holme => Buddinge St."
55.7369034,12.4865816,A,"Bus 4A: Friheden St. => Buddinge St."
55.7333,12.4875985,A,"Bus 4A: Friheden St. => Buddinge St."
55.7315536,12.4927367,A,"Bus 4A: Friheden St. => Buddinge St."
55.7310566,12.4973562,A,"Bus 4A: Friheden St. => Buddinge St."
55.7303626,12.5039564,A,"Bus 4A: Friheden St. => Buddinge St."
55.6545219,12.6209739,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6538388,12.6147547,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6597395,12.5998382,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6577078,12.603991,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6578186,12.6068522,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6598055,12.610872,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6603226,12.6130889,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6608675,12.6162449,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6612728,12.6203903,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6561005,12.6292077,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6395608,12.5762775,A,"Bus 8A: Valby St. - Lergravsparken St."
55.6414242,12.5645654,A,"Bus 8A: Valby St. - Lergravsparken St."
55.6480821,12.5672001,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6537831,12.5682888,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6571248,12.5690692,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6593217,12.5719448,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6627797,12.5765746,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6622667,12.5956741,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6613259,12.5975854,n/a,"Bus 77: Sundbyvester Plads => Bella Center St."
55.6376871,12.5824517,A,"Bus 8A: Ørestad St. - Valby St."
55.645104,12.6335593,n/a,"Bus 78: Femøren St. => DR Byen St."
55.654951,12.5955784,n/a,"Bus 78: Femøren St. => DR Byen St."
55.6500874,12.6038759,n/a,"Bus 78: Femøren St. => DR Byen St."
55.645925,12.6062846,n/a,"Bus 78: Femøren St. => DR Byen St."
55.6466678,12.6233478,A,"Bus 8A: Lergravsparken St. - Valby St."
55.6444865,12.627947,n/a,"Bus 78: Femøren St. => DR Byen St."
55.6455842,12.6359741,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6525304,12.6026136,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6501519,12.6038515,n/a,"Bus 78: DR Byen St. => Femøren St."
55.648158,12.6342375,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6475058,12.6283325,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6468989,12.6247361,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6459349,12.6066626,n/a,"Bus 78: DR Byen St. => Femøren St."
55.6595616,12.5722491,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6573375,12.5693492,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6543487,12.5685168,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6483099,12.5673236,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6420765,12.5640042,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6410928,12.5749643,A,"Bus 8A: Lergravsparken St. - Valby St."
55.4993251,12.1747102,n/a,"121: Solrød Strand St. - Køge St., Østre Banevej"
55.6611195,12.6186361,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6608423,12.615939,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6600192,12.6116367,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6584716,12.6090584,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.657316,12.6058414,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6591507,12.6008134,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6606229,12.5985635,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6623966,12.5954242,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6544245,12.6204637,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6562558,12.6289584,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6614922,12.6241949,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.6613717,12.6214983,n/a,"Bus 77: Bella Center St. => Sundbyvester Plads"
55.705949,12.5628604,E,"Bus 15E: Nørreport St. => Nærum St."
55.6997289,12.5619768,E,"Bus 15E: Nørreport St. => Nærum St."
55.6969786,12.5616927,E,"Bus 15E: Nørreport St. => Nærum St."
55.6940173,12.5656482,E,"Bus 15E: Nørreport St. => Nærum St."
55.6891167,12.5752012,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.6878724,12.5776721,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7386138,12.5562414,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7356269,12.5559482,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7365578,12.549898,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7378166,12.5448865,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7378799,12.5406604,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7327572,12.5454397,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7281769,12.550424,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7248378,12.5478118,n/a,"Bus 21: Rødovre St. => Hellerup St."
55.7223762,12.5456887,n/a,"Bus 21: Rødovre St. => Hellerup St."
55.7194949,12.5504498,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7186735,12.5554885,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7154198,12.5588443,E,"Bus 15E: Nørreport St. => Nærum St."
55.7128949,12.559934,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7095285,12.5612367,E,"Bus 15E: Nørreport St. => Nærum St."
55.7723753,12.5843542,n/a,"Bus 23: Valby St. => Klampenborg St."
55.7690494,12.5849369,n/a,"Bus 23: Valby St. => Klampenborg St."
55.7658488,12.5835012,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7641454,12.5800793,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7594923,12.567748,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7590215,12.5635835,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7536671,12.5579341,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7458518,12.5570383,n/a,"Bus 185: Nørreport St. => Klampenborg St."
55.7610696,12.5735124,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7628133,12.5772994,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7637595,12.5792896,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7653264,12.5825795,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7691147,12.5849189,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7722003,12.5843757,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7412987,12.5565495,n/a,"Bus 185: Klampenborg St. => Nørreport St."
55.7457387,12.5569437,n/a,"Bus 185: Klampenborg St. => Nørreport St."
